,tenure,MonthlyCharge,DummyTechie,DummyGender,DummyTechSupport
231,18.17247008,149.959755,0,0,0
1781,9.46447702,144.960655,1,0,0
6025,63.47945,222.6281,0,0,0
4782,13.17784,179.9794,1,0,0
5120,64.37387,182.4653,0,1,0
1923,5.220501553,172.510442,0,0,1
6963,69.97948,139.965,0,1,0
4055,12.51669,270.1604,0,0,1
1428,11.44470291,137.483594,0,1,0
3244,6.645392,137.4616,0,1,0
4957,11.43916,117.5152,0,0,0
3841,9.742042,230.1344,0,1,0
6223,57.87341,220.1149,0,1,0
3083,8.268061,232.6228,0,0,0
1255,14.96367107,104.964303,0,1,1
9516,47.79913,169.9741,0,1,0
5839,62.18037,184.9647,0,1,1
3109,6.725815,182.497,0,0,0
3443,4.193947,127.4738,0,0,0
6675,60.01564,187.4811,0,0,0
5060,69.03413,139.9512,1,1,1
8197,68.03889,144.9607,0,0,0
5265,70.20999,159.965,0,0,0
8273,52.95508,235.1884,0,0,1
4986,8.599092,127.5067,0,0,1
195,3.226996711,210.12704,0,1,0
2913,2.457741,92.45514,0,1,0
7152,44.19918,167.4564,0,1,0
4890,6.495239,197.4725,0,1,1
7982,60.12954,119.9568,0,1,0
3836,22.11529,152.4884,0,1,1
6419,61.9981,139.965,0,1,0
2568,13.43811,174.9768,0,1,1
4991,13.02184,114.9658,0,1,0
2051,6.025694,152.4798,0,1,0
9782,68.83881,159.9349,0,1,0
6770,70.53596,197.484,1,1,0
7014,69.1405,159.983,1,0,1
3028,1.571176,159.9512,0,1,1
5902,40.12358,202.65,0,1,0
9211,54.67414,164.9853,1,0,0
6607,70.76841,207.4673,0,0,1
8268,69.56109,182.4833,0,0,1
3076,10.52622,149.9598,0,0,0
9704,67.75508,140.0013,0,0,0
3106,2.290777,124.9607,1,0,0
6269,63.73429,232.6378,0,1,0
7636,62.76892,142.4526,0,0,0
6204,47.67411,127.4958,0,0,0
9270,67.69779,147.4564,0,0,0
9943,71.4959,235.1372,0,1,1
447,10.85041661,124.960655,0,1,0
199,2.905283283,102.474625,0,0,0
1047,7.904120653,115.002061,0,0,0
4521,29.30064,147.4713,0,1,0
3323,1.683285,265.147,0,0,1
493,15.56741347,232.622804,0,1,0
2692,3.628867,184.967,1,1,1
4429,5.147213,154.9618,0,1,1
2848,8.306218,164.9889,0,1,1
6978,65.93881,149.9707,0,1,1
2803,5.000016,202.6362,0,1,1
1941,9.660168743,152.462354,0,0,0
4838,2.429677,130.0244,0,0,1
4975,9.900255,127.5067,0,0,1
8208,61.0537,94.97283,0,0,0
8575,71.6524,214.9525,0,0,1
6548,47.23415,245.175,1,1,0
9761,70.40113,172.4705,1,0,0
9425,71.94719,140.0049,1,0,1
8290,57.81039,230.1344,0,0,0
6233,63.18349,184.9785,0,0,0
745,9.539962975,159.947583,0,1,0
7206,54.04993,172.4885,0,0,1
2694,4.431604,117.472,0,0,1
4814,7.888574,147.4783,1,1,0
7697,71.28653,142.4827,0,0,0
5504,61.38844,265.1283,0,1,0
2125,16.6564,172.4441,0,1,1
7457,66.89083,184.967,0,1,1
8556,66.74968,169.9378,0,1,0
4367,11.86797,242.6143,0,1,1
6988,70.82774,114.9838,0,1,1
3846,6.893142,147.4564,0,0,0
6499,66.38881,230.1051,0,1,0
3256,7.988116,154.9618,0,1,1
5741,64.47076,159.9476,0,1,0
5610,58.54353,130.0244,0,1,1
1231,15.32475177,182.443347,0,1,0
8847,52.71022,262.6106,0,0,0
994,5.011675804,225.131966,0,0,1
4288,22.05456,175.0062,1,1,1
7354,45.91201,232.6707,0,1,1
2265,10.77918,262.6106,0,0,0
6661,63.06198,262.6106,0,0,0
6690,58.74921,219.9902,0,0,1
5479,63.59925,139.9816,0,1,0
9788,69.3778,104.9629,0,0,0
1437,16.48377098,127.442069,0,0,0
9274,67.87019,255.1665,0,0,1
5860,48.44746,192.4404,0,0,0
1092,19.98393473,182.446995,0,0,1
3292,7.182107,204.9634,0,0,0
1443,7.840871292,182.476229,0,1,1
5378,62.76753,142.4713,0,0,1
6229,65.33266,172.4705,0,1,0
4205,4.073125,267.6427,1,1,1
7770,55.591,127.4738,0,1,0
3820,11.62388,162.4526,1,0,0
4381,6.91807,147.4783,1,1,0
3725,13.05964,172.4705,1,0,0
655,7.243986575,147.478341,1,0,0
5275,43.1183,182.4433,0,0,0
9541,52.78581,104.9643,0,1,1
5597,48.29494,107.4806,0,0,0
2457,1.76478,139.965,0,1,0
956,16.66814552,117.485813,0,1,0
9273,52.95001,247.6647,0,0,1
3121,2.072617,184.967,1,0,1
9946,70.14031,202.65,1,1,0
2156,8.66647,160.0013,0,0,0
3135,8.718999,255.1417,0,0,1
6066,71.7248,192.4885,0,0,1
3660,1.295137,105.011,0,1,1
7706,69.31336,114.9658,1,1,0
5438,68.65945,172.4404,0,1,0
2810,4.995373,265.1283,0,0,0
5928,53.4492,242.6106,0,0,0
9051,68.59815,214.9525,0,0,1
9919,65.58919,187.4811,0,0,0
8705,52.38257,192.4705,0,1,0
3755,3.767302,169.9928,1,0,1
6002,63.92945,172.4579,0,1,0
9881,49.27373,149.9483,0,1,1
558,8.874920206,159.934918,1,1,0
812,5.786960464,207.609354,0,0,0
9148,46.04792,137.4616,0,1,0
6912,55.64232,194.9992,0,0,1
6481,54.28015,210.138,0,0,1
2403,3.919919,187.656,0,1,0
8962,58.82987,257.6841,0,0,1
8573,48.78507,95.00571,0,0,1
218,21.29342532,124.960655,0,0,0
9900,50.88709,132.4798,0,1,0
5894,66.94288,182.4676,1,1,0
5010,63.77246,149.9845,0,1,0
5618,63.30929,137.4392,0,1,0
2462,26.15019,134.9509,0,0,0
2951,11.05993,242.6143,0,1,1
2201,4.028152,172.4742,0,1,1
3825,10.52734,124.9607,0,1,0
1121,3.147892285,82.496547,0,0,0
6724,63.00385,127.4738,1,1,0
3118,11.00718,172.4579,0,1,0
596,13.70230727,240.114868,1,0,0
9737,63.56661,172.5104,0,0,1
2430,1.704751,172.4567,0,0,1
9357,58.54629,124.9607,0,0,0
9896,68.57996,287.6427,1,1,1
1873,2.384942381,252.62403,0,1,1
8918,51.80774,114.9728,0,0,0
2474,2.464275,174.9768,0,1,1
1226,6.832965812,184.949594,1,0,1
3428,4.741795,207.4974,1,0,1
2446,2.077466,235.1372,0,1,1
1946,3.892424053,124.97808,0,0,0
5952,56.63276,114.9838,1,1,1
4812,1.329981,200.1323,0,0,0
8819,68.47424,159.9512,1,1,1
2371,3.290431,242.6143,1,1,1
8586,67.20217,174.991,0,0,1
8218,56.07932,152.4579,0,1,0
9149,61.67004,169.9378,0,0,0
5406,43.41671,137.4836,0,1,0
6559,63.29423,220.1149,1,0,0
6848,52.17722,137.4392,0,0,0
6828,53.02619,92.48802,1,0,1
3365,7.869508,275.1198,0,1,1
6374,66.07472,217.4725,0,1,1
2101,6.363764,159.9642,0,0,0
6814,64.42046,147.4564,0,0,0
2173,7.535729,114.9658,0,1,0
9979,58.11897,220.1149,0,1,0
510,10.15330548,107.495766,0,0,0
3621,9.534696,137.4686,0,0,0
7911,47.24188,242.6143,0,0,1
3713,4.548296,162.4833,0,0,1
2894,8.387102,174.9755,0,0,0
5824,59.79068,129.9621,0,0,0
1885,3.032321354,207.49737,0,0,1
9740,67.71773,159.983,1,1,1
2347,16.25256,152.4555,0,1,0
5355,54.07152,174.9744,1,0,1
8360,50.94315,162.4676,0,0,0
8572,61.45615,162.4653,0,0,0
2299,7.409149,92.5018,0,0,0
3295,9.961602,167.4564,0,1,0
5879,66.9541,217.4725,0,1,1
8091,64.87596,240.1149,0,1,0
891,9.923586914,267.664655,0,1,1
8924,43.98704,162.4937,0,1,1
6202,45.82823,214.9663,0,0,0
5663,68.76753,115.0021,0,1,0
7588,48.5611,229.9931,1,0,1
9829,58.57706,204.9634,0,1,0
6501,65.62879,172.4404,0,1,0
9336,38.2827,159.9512,1,0,1
3700,16.64015,182.4433,0,0,0
7876,45.10633,222.6143,1,1,1
4368,7.649477,194.9699,1,0,1
5495,63.42204,160.0122,0,1,1
5427,66.9628,192.4567,0,1,1
5329,48.21972,152.4624,1,0,0
708,10.49916723,194.966286,0,1,0
2718,1.13143,207.4811,0,1,0
3488,2.569515,159.9476,0,1,0
6802,71.50744,120.0035,0,0,0
2456,1.293544,129.9483,0,0,1
2737,14.60084,207.6094,0,0,0
3473,5.318865,129.9621,0,0,0
6442,50.86377,117.472,0,0,1
4172,24.79814,104.9923,0,0,0
9745,48.99944,92.5018,0,0,0
6950,67.72095,130.0064,1,1,0
8463,64.48112,149.9447,0,0,0
5582,62.01927,252.6378,0,1,0
7209,69.62423,174.9581,1,1,0
5525,64.26152,242.6106,0,0,0
2713,9.328119,194.9663,1,1,0
353,7.825845378,162.471255,0,0,1
7382,54.28465,169.9447,0,0,0
5417,57.77873,164.9715,0,0,1
4477,2.577535,139.9568,0,0,0
4880,6.398242,197.4702,0,0,1
1934,15.21980082,202.649979,0,0,0
8718,66.19707,172.4624,0,1,0
5547,51.32084,119.9897,0,1,1
6599,69.4907,240.1149,0,1,0
230,5.049303717,267.642733,1,1,1
8774,56.37573,225.1457,0,1,0
3067,4.731989,174.9919,1,0,1
2478,20.13722,217.484,0,0,0
5772,63.28674,139.9349,0,0,0
6704,71.20279,162.447,1,0,1
3757,5.095356,114.9509,1,0,0
2948,8.681614,245.1457,0,0,0
2362,1.5183,127.482,0,1,1
2392,6.233177,114.9509,0,0,0
3248,9.880576,197.4725,0,1,1
3848,2.719751,184.9939,0,0,1
2842,3.631024,112.4551,1,1,0
1935,10.19944078,225.145743,0,1,0
2443,2.608423,222.6326,1,0,0
5668,42.6954,235.1555,0,1,0
8524,55.49261,230.1344,0,1,0
1751,3.319853958,290.160419,0,0,1
6370,55.94357,147.4421,0,1,0
6042,68.46483,174.9882,0,0,0
9613,62.29043,114.9838,0,0,1
3196,3.052755,149.9778,0,0,1
5364,69.01301,217.484,0,0,0
8854,71.53606,172.4404,1,1,0
2331,8.133191,204.961,1,1,0
2224,10.37052,182.4433,0,1,0
6373,66.41154,192.4885,0,0,1
8721,67.69816,117.472,1,0,1
9365,60.34589,252.6378,0,0,0
8230,61.28236,220.1185,0,0,1
9206,56.96287,172.4733,0,1,1
2237,2.493434,127.482,0,0,1
3974,26.14972,152.4555,0,0,0
877,13.76871228,184.993915,0,1,1
1534,11.48699577,174.976769,0,0,1
4260,16.53241,114.9658,0,1,0
6536,54.78319,149.9913,0,0,0
7407,57.43857,184.9785,0,1,0
3319,4.026439,104.9781,0,1,0
5185,67.06371,197.6288,0,0,0
1994,20.93887792,199.990219,0,1,1
7366,44.60874,147.4738,0,0,0
1618,11.80801038,152.510442,1,1,1
2222,13.31739,117.4872,0,0,1
1212,9.38712707,277.651257,1,0,0
3988,3.488459,265.147,0,0,1
6308,59.42279,217.4702,0,0,1
9079,49.7983,130.0064,0,1,0
2236,4.970731,235.1372,0,0,1
6480,44.72714,164.9647,0,0,1
3926,32.73358,257.6549,0,1,1
7438,62.281,242.6106,0,0,0
4267,7.218929,217.4725,1,0,1
8747,56.19138,184.9496,0,1,1
4731,10.10287,159.983,0,0,1
3937,7.626943,207.6094,0,1,0
6935,64.11078,139.9512,0,0,1
1045,13.37654004,184.963371,0,1,0
3934,8.160495,162.4608,0,1,0
1100,2.440923609,187.46728,0,1,1
6759,65.54138,222.65,1,1,0
3900,11.51439,140.0013,0,0,0
7035,56.94052,114.9658,0,1,0
6179,51.34296,232.6228,0,0,0
5601,60.99804,235.1591,0,1,1
5497,49.30275,174.9699,0,1,1
2428,15.07394,220.1149,0,0,0
2055,2.104985,117.4858,0,1,0
1672,3.060553536,152.495236,0,0,1
4884,17.58224,197.4876,0,1,1
8809,48.27562,139.9349,0,0,0
7807,67.61562,159.965,1,0,0
6841,68.53196,114.9509,0,0,0
6047,52.42844,162.4689,0,0,1
8106,67.69161,194.9882,0,1,0
2399,15.07508,157.4836,0,0,0
4336,21.42226,139.9875,0,1,1
176,8.850426839,119.95684,0,1,0
1161,14.41890198,92.455141,0,1,0
6875,57.5331,162.497,0,1,0
604,14.46037646,139.95684,0,0,0
1602,3.845852341,197.472533,0,1,1
3678,2.976407,204.9634,0,1,0
663,19.21689293,210.105118,1,0,0
5289,62.10568,152.4742,0,1,1
183,13.01107597,240.114868,0,1,0
2135,7.658218,277.6375,0,0,1
1317,9.22316707,94.972827,1,0,0
29,5.425864884,257.651257,0,1,0
8129,71.88568,149.9621,0,0,0
2652,4.812563,172.4885,0,0,1
8376,39.22782,202.65,0,1,0
3459,7.732188,207.4974,0,0,1
6,13.23677381,200.118516,1,1,1
4466,9.894265,214.9525,0,0,1
7662,66.97927,197.4876,0,0,1
8665,54.42917,157.4836,1,0,0
1018,4.319159918,287.642733,0,0,1
1431,15.98515564,169.937833,0,1,0
7005,66.52549,174.9755,0,0,0
2276,6.542299,127.475,0,1,1
9302,62.45252,245.1457,1,1,0
8331,71.31142,124.9643,0,0,1
7223,63.39679,127.4958,1,1,0
168,12.07358377,137.469817,0,1,1
6228,66.86003,235.1417,0,0,1
9588,66.56346,147.4601,0,0,1
2954,25.11299,125.0073,0,1,0
4939,1.556533,182.4608,0,0,0
4678,5.429608,252.6378,1,0,0
7769,62.03084,245.1457,1,1,0
557,1.410971237,169.937833,0,0,0
1066,14.7804282,162.467607,0,0,0
3458,17.19789,157.4698,1,1,1
5607,59.43102,184.9647,0,1,1
8704,62.90882,245.1457,0,0,0
5998,58.94486,245.147,0,1,1
8247,45.92276,137.4872,1,1,1
9553,68.03445,159.9349,0,0,0
2021,8.954465,172.4404,0,0,0
7718,59.3332,149.9928,0,0,1
2146,2.301376,225.1457,0,0,0
971,8.137267032,179.947583,1,0,0
4100,11.94952,245.1457,0,0,0
8963,53.13455,159.9512,0,1,1
7019,56.02685,204.961,0,1,0
2672,17.26451,127.4421,0,1,0
682,17.80378998,129.962093,0,1,0
5453,38.28807,169.9671,0,0,0
9904,60.04825,200.1323,0,1,0
1931,2.48527604,169.944668,0,1,0
7253,59.21096,184.961,0,0,0
7330,47.2887,165.0182,0,1,1
1350,10.55505829,149.944668,0,1,0
2314,21.08084,207.4811,0,0,0
7309,64.29382,207.6094,0,1,0
1769,2.661325529,162.468917,0,0,1
6910,46.26476,137.4836,0,0,0
3572,5.27717,137.4698,0,1,1
7326,49.61909,265.147,0,1,1
5770,70.18932,232.6378,0,0,0
4460,2.546083,124.9607,0,0,0
7255,57.50632,139.9349,0,1,0
1952,21.1307851,137.487242,0,0,1
6311,60.72645,187.6094,0,0,0
2905,13.09678,139.9816,0,1,0
6511,52.55441,147.4783,0,0,0
574,6.786723844,159.964152,0,1,0
7916,55.29166,149.9378,0,1,0
2325,12.27217,132.5127,0,1,1
2987,15.04337,265.147,0,1,1
7979,59.9904,229.9931,0,0,1
7211,71.39672,117.4392,0,0,0
3756,2.560691,207.6386,0,1,0
3084,5.538303,124.9935,0,0,1
8332,49.59222,117.4872,1,1,1
8418,70.59181,164.9853,0,1,0
2585,15.2121,167.4564,0,1,0
9374,55.63584,172.4567,0,0,1
196,15.87685513,139.979239,0,0,0
6362,60.80077,117.4835,0,0,0
8970,43.52477,115.0021,0,1,0
8174,69.70038,242.6281,0,1,0
8479,71.99132,222.6326,0,0,0
1928,20.00794461,147.503078,0,0,0
2844,13.21554,220.1149,1,0,0
6651,53.34051,104.9923,0,1,0
2244,5.26283,127.4738,0,1,0
1239,8.574105728,172.510442,0,0,1
8779,58.96403,172.4567,1,0,1
4632,12.67469,130.0064,1,1,0
4178,26.10713,139.9861,0,1,0
27,1.392421597,139.981577,0,0,0
9306,64.3165,200.1323,0,1,0
9419,58.01097,172.5104,0,1,1
1292,2.447985699,147.473844,0,1,0
4083,4.91638,147.4564,0,0,0
7523,60.45679,222.6281,0,0,0
3151,10.44121,127.4958,0,1,0
8047,66.49538,179.9794,0,1,0
7218,61.11248,172.4404,0,1,0
699,10.56061324,202.443347,0,0,0
356,5.388165017,182.446995,0,1,1
3967,4.198245,235.1591,1,1,1
7936,58.50038,194.9882,0,0,0
5044,71.37293,127.525,0,1,0
8521,64.86438,184.9797,0,1,1
7214,55.00167,159.965,0,1,0
1128,6.19002424,159.987503,0,1,1
5724,57.65975,117.4686,0,1,0
8670,47.428,164.967,0,1,1
905,12.05713486,127.488728,0,0,0
7846,62.4021,149.9741,0,0,0
6472,67.73639,222.6326,0,1,0
967,5.566520625,222.632554,0,0,0
9839,65.07998,175.0211,0,1,1
1539,5.156329151,112.455141,0,0,0
8807,62.23897,139.9512,0,1,1
9964,70.2982,172.4567,0,1,1
5487,59.51288,149.9621,0,0,0
5782,69.76544,127.4887,0,1,0
1153,7.077999389,154.975543,0,1,0
9219,54.8395,179.9476,0,0,0
3011,1.799293,117.4686,0,0,0
1180,30.03608319,202.443347,1,0,0
2716,16.21818,169.9378,0,1,0
842,17.37839741,182.460772,0,0,0
9376,42.74967,104.9923,0,1,0
4265,13.92306,159.9476,0,0,0
3770,10.81182,290.1604,1,1,1
8394,38.92029,184.9785,1,1,0
1059,10.81815085,172.456745,1,1,1
3400,4.93863,149.9778,0,1,1
900,11.55987401,129.962093,0,1,0
2660,4.245295,147.4421,0,1,0
536,5.207179461,159.964152,0,0,0
21,2.415991977,127.495766,0,1,0
1693,7.387393996,140.00128,0,0,0
6323,63.27315,200.1323,0,0,0
5458,55.26536,275.1198,0,0,1
640,19.95372925,192.440432,0,1,0
2115,8.944195,174.991,0,1,1
9887,60.9855,117.5152,0,0,0
6192,61.20259,187.4673,0,1,1
8162,61.06693,162.4538,0,0,1
7293,48.17117,142.4827,0,1,0
1175,9.314854212,94.972827,1,1,0
6564,53.83688,107.4806,0,0,0
8437,61.23692,182.4608,0,1,0
3481,8.369827,117.4858,0,1,0
5823,68.07677,147.4421,0,0,0
1056,13.0035986,172.487091,0,1,0
8236,69.54041,225.132,0,0,1
2144,1.375567,235.1591,0,1,1
2145,24.34252,202.6362,0,1,1
5650,67.1766,129.9483,0,1,1
4617,1.76975,172.4441,0,1,1
9147,71.58148,162.4653,0,1,0
2841,11.47008,169.9447,0,0,0
241,12.00925702,169.937833,0,0,0
9335,68.95831,152.466,0,0,1
2389,2.061636,172.4742,0,1,1
6044,66.50887,220.1323,0,1,0
2542,29.62966,207.4811,0,1,0
2440,7.633753,184.9785,0,1,0
5013,66.89524,184.967,0,1,1
151,14.53027663,220.118516,0,0,1
9650,66.37555,207.6386,0,1,0
3843,10.03423,240.1149,0,0,0
942,13.7944302,139.934918,0,0,0
5530,41.51958,167.4847,0,0,1
4387,21.50913,207.4811,0,1,0
960,9.349597147,275.133571,0,0,0
6099,54.60066,137.4616,0,1,0
1037,2.39088492,124.960655,0,0,0
3667,4.674127,112.4844,0,0,0
6842,56.3245,134.9801,1,0,0
3904,7.495947,169.9447,1,0,0
9636,70.61283,149.9483,0,0,1
5242,57.37611,149.9447,0,1,0
1167,7.245906912,159.987503,0,1,1
457,14.68216127,159.965008,0,0,0
1420,6.086525665,139.99789,0,1,1
6381,60.91248,240.1149,1,1,0
1830,6.57513059,242.628057,0,0,0
7821,53.08332,194.9699,0,0,1
6519,52.83052,154.9919,0,1,1
4826,1.530293,230.1051,0,1,0
2082,12.47887,200.1652,1,0,1
1612,4.753020774,245.128318,0,1,0
8088,47.94936,179.9794,0,0,0
4080,12.57306,194.9768,0,1,1
9092,62.83227,137.4684,0,1,0
7570,60.69402,179.9476,0,0,0
1718,2.667736094,134.980139,1,1,0
7122,48.99429,157.4836,0,0,0
8801,64.79987,200.1185,0,1,1
3179,1.324008,117.4835,0,0,0
4327,5.682535,207.4974,1,0,1
6104,68.15887,152.4441,1,0,1
4183,9.175977,174.9699,0,1,1
8049,45.69588,159.9642,0,0,0
5651,61.91778,222.6362,0,0,1
1891,7.18546062,162.497044,0,1,0
5296,47.77439,159.9476,0,0,0
6656,55.90619,262.6106,0,0,0
3666,5.876252,114.9838,0,1,1
2467,11.61284,197.4702,0,0,1
9992,56.47233,137.4392,1,1,0
6959,44.9964,242.6281,0,1,0
1606,3.700907475,222.628057,1,0,0
3136,9.372647,149.9845,0,0,0
5821,62.32519,174.9919,1,0,1
6200,62.43544,184.9496,0,1,1
7344,43.8884,149.9621,0,1,0
49,11.56938439,92.488023,0,0,1
5512,48.49962,130.0244,0,1,1
1792,1.796607335,207.475448,0,1,1
7959,48.98259,157.4836,0,1,0
3637,10.45425,179.9476,0,0,0
94,18.38404445,184.979684,0,1,1
4461,2.477662,232.652,0,0,0
6665,61.37983,175.1331,0,0,0
5248,65.28829,210.1051,1,0,0
4689,3.422801,164.9853,1,1,0
3698,22.52336,174.9699,0,0,1
6177,65.9038,182.4538,0,0,1
4036,5.911652,149.9621,0,0,0
1245,9.323157168,172.470522,0,0,0
2147,16.64818,92.45514,0,0,0
2577,5.525134,277.6513,0,0,0
5579,66.00861,220.1615,0,0,0
3826,17.78769,149.989,1,0,0
4274,16.74543,219.9902,1,1,1
7248,53.9154,139.9512,0,0,1
7554,48.62124,184.9785,0,1,0
3857,34.49234,94.97283,1,1,0
3352,7.439729,149.9776,0,0,1
6043,66.69757,242.6326,1,1,0
3582,16.76542,172.4555,0,1,0
2260,12.72079,137.4392,0,1,0
5542,71.08539,149.9778,0,0,1
6772,55.5206,164.9647,0,1,1
1278,9.983052758,215.159141,0,1,1
9130,44.83431,172.4871,0,0,0
3834,8.514329,162.4827,1,1,0
9961,54.75767,147.4738,1,0,0
8622,61.21945,127.4601,0,1,1
4108,10.15472,182.447,1,0,1
3518,8.346499,152.4579,0,0,0
3709,1.215614,152.4441,1,0,1
1919,11.92905011,172.470522,0,1,0
6073,40.94814,225.132,0,1,1
1752,13.84769517,164.978458,1,1,0
7849,47.65766,252.624,0,0,1
3052,15.77942,202.4433,0,0,0
3055,6.967998,257.6375,0,0,1
8389,56.43572,79.97886,0,0,0
1748,15.08846657,242.657291,1,1,0
9729,64.6373,177.6508,1,1,0
422,6.437878909,200.132293,1,0,0
454,7.457173484,172.440432,0,1,0
7070,69.71148,174.9699,0,0,1
6447,49.95803,172.4579,0,1,0
72,7.980015371,134.950905,0,0,0
1470,1.262037303,227.475448,0,0,1
9102,60.30709,134.9509,0,0,0
8732,60.98321,132.4798,0,0,0
4877,1.40024,152.4624,0,1,0
4750,13.89557,220.1615,0,0,0
2050,11.5352,172.4567,0,0,1
4653,5.464636,220.1478,0,1,1
6277,69.50311,184.9853,0,1,0
7921,63.87305,159.9512,0,1,1
1479,3.797689495,200.132293,0,0,0
6660,57.07682,114.9509,0,0,0
6726,58.24766,117.472,0,1,1
6449,62.08441,182.4653,0,1,0
4344,12.18592,127.4601,0,1,1
5020,65.57643,127.4421,0,0,0
7478,58.12362,152.4624,0,1,0
6616,68.7415,175.1331,1,0,0
1405,2.288223389,245.174977,0,0,0
2921,10.16511,174.9581,0,0,0
1763,13.63916478,162.452604,0,0,0
898,4.709035899,144.960655,1,0,0
1797,16.11472911,92.455141,0,1,0
8055,67.50379,157.4698,0,1,1
872,2.704019894,117.472036,0,0,1
7520,61.6107,92.48802,1,1,1
9009,68.99606,167.4564,1,1,0
1489,11.32483244,149.937833,0,0,0
612,10.03212915,134.950905,0,0,0
1387,12.48678964,200.165175,0,1,1
4175,13.70911,124.9607,0,1,0
7062,61.079,240.1149,0,0,0
3579,13.33383,157.4698,0,1,1
3071,4.454344,162.4538,0,0,1
3971,5.377803,242.6106,0,1,0
7175,64.90704,159.9942,0,0,0
5829,62.04916,139.965,0,0,0
7401,63.60301,215.1591,0,0,1
2543,4.044209,245.132,0,1,1
5152,60.28236,147.4738,0,1,0
3395,9.074838,194.9699,1,1,1
7351,63.84542,159.9476,1,0,0
8566,60.55095,162.4713,0,1,1
2425,14.10183,237.6549,1,1,1
2869,5.129029,95.01949,1,1,0
7277,69.01347,204.9634,1,0,0
4391,5.698156,235.1591,0,1,1
1737,4.186523762,92.455141,0,0,0
4073,8.761313,174.9581,0,1,0
2934,4.278907,117.4835,0,1,0
9197,67.71954,159.9349,1,1,0
8309,64.46474,150.0208,1,0,0
573,8.274610767,159.994242,0,1,0
707,3.520675631,172.457857,0,1,0
6146,49.40477,142.4526,0,0,0
68,12.24190682,152.462354,0,1,0
940,5.915225146,182.443347,0,0,0
7845,71.13061,137.5165,0,0,1
9579,64.59012,172.4705,0,0,0
5484,43.77028,275.1336,0,1,0
8922,64.20551,160.0122,1,0,1
498,16.88097916,94.972827,0,0,0
7173,62.06064,114.9728,0,1,0
8910,59.78823,149.9598,0,0,0
7306,48.39095,162.4827,0,0,0
3786,11.69762,169.9928,0,1,1
6650,65.65204,222.6281,0,1,0
3171,9.705314,140.0342,0,1,1
6246,57.78133,162.497,0,1,0
8439,64.76289,242.6281,0,0,0
6637,45.55911,137.4698,0,0,1
2034,7.376158,149.9378,0,1,0
8022,52.66362,119.9897,0,0,1
6622,65.62722,172.4624,0,1,0
1162,9.26064585,222.61428,0,0,1
173,10.01771765,204.949594,0,0,1
4795,7.041709,215.1591,1,1,1
7966,63.83787,164.9785,0,1,0
1833,1.997833268,159.965008,1,1,0
2566,7.437784,230.1051,0,0,0
9004,70.86194,187.6422,0,1,1
7949,67.8068,257.6513,1,1,0
8635,59.59893,182.447,0,1,1
3717,12.75835,139.965,1,1,0
2138,9.37017,255.1372,0,0,1
1033,24.71916223,179.965581,0,0,1
3651,7.934658,147.4783,0,0,0
9781,66.88596,220.1615,0,1,0
7661,67.14449,179.9476,0,0,0
362,10.16660427,137.468388,0,0,0
3536,4.733989,184.9785,0,0,0
3096,11.34636,105.011,0,0,1
2039,8.962444,172.4579,0,0,0
5797,69.14535,127.5112,0,1,1
2929,21.53238,204.9634,0,1,0
7924,48.79391,139.965,0,0,0
5784,70.34319,137.4392,0,0,0
153,3.260462654,184.961033,0,0,0
3046,12.00194,267.6427,1,0,1
5658,60.76709,127.4738,0,0,0
6138,58.41511,154.9919,0,0,1
8475,71.80608,219.9902,0,1,1
923,5.259033624,204.949594,0,1,1
9655,42.2544,159.9476,0,1,0
2523,5.142628,232.6707,0,1,1
1168,6.133827574,162.452604,1,1,0
1019,11.34544436,140.00128,1,0,0
3386,10.90461,209.9931,0,0,1
5266,68.06938,194.9992,1,1,1
2509,8.522053,182.4833,1,1,1
7010,60.52344,207.4811,0,0,0
5350,61.18595,169.9671,1,0,0
4419,3.318059,152.4884,0,1,1
6563,61.24602,210.127,1,0,0
6764,69.83213,242.6106,0,1,0
6938,61.02337,142.4689,0,0,1
8559,61.65935,200.1465,0,1,0
6825,70.39354,194.9525,1,0,1
2539,2.440244,179.9656,1,1,1
7374,45.15306,179.9476,0,0,0
7986,70.45268,117.4686,0,0,0
6030,69.02601,149.9621,1,0,0
3073,9.858242,162.4526,0,1,0
7088,49.26311,162.4833,0,0,1
7157,53.06217,172.4885,0,0,1
3491,11.4264,202.4433,0,0,0
1687,7.367492072,227.475448,0,0,1
7247,45.19194,172.4742,0,0,1
3873,9.621889,182.497,0,0,0
3134,9.389883,245.147,0,0,1
6591,48.37971,207.6094,0,0,0
9242,52.56232,175.1331,0,0,0
5282,51.57289,172.4705,1,1,0
376,7.065506244,125.007314,0,1,0
4225,5.129202,130.0064,0,1,0
7229,54.38925,174.9755,0,0,0
5449,66.47606,225.1457,0,0,0
9045,71.45681,147.4421,0,0,0
6706,57.86914,117.4872,1,0,1
9566,63.9229,172.4742,1,0,1
7361,63.42517,117.4835,0,1,0
3777,14.1842,142.4526,0,1,0
7582,59.60106,147.4893,1,1,1
1547,1.934171569,194.958118,0,0,0
4892,8.324111,182.4433,0,0,0
1038,2.606228436,129.99153,0,1,0
8176,45.72582,127.4586,1,1,0
2075,8.084289,184.9853,0,1,0
9036,68.22677,187.6094,0,0,0
8095,48.87162,152.4884,0,1,1
244,4.98152586,207.609354,0,0,0
3977,3.932102,129.9483,0,0,1
