,population,children,age,income,outage_sec_perweek,email,contacts,Yearly_equip_failure,tenure,MonthlyCharge,DummyTechie,DummyTechSupport,DummyMale,DummyFemale,DummyNonbinary
8933,32204,0,53,15397.08,9.942912,11,1,0,55.9975,119.9897,0,1,0,1,0
1116,604,0,21,70839.0,12.34002007,7,3,4,1.291871699,117.487242,0,1,0,1,0
4837,2157,6,87,40203.66,13.04143,13,2,0,6.913925,207.4754,1,1,1,0,0
6809,4384,0,69,50988.01,9.355409,11,0,0,71.4249,149.9778,0,1,1,0,0
6657,40425,2,37,12271.73,6.464551,13,1,1,48.26544,134.9509,0,0,0,1,0
6235,4597,0,26,22788.17,6.094281,10,0,0,55.20546,262.6106,0,0,1,0,0
9925,40830,2,72,19947.99,12.59476,14,0,0,37.8337,197.4702,0,1,0,1,0
1704,371,0,50,14053.15,14.17602329,14,0,0,10.06145053,199.990219,1,1,1,0,0
4388,13720,4,42,10093.3,13.54602,12,3,0,20.88324,105.011,0,1,1,0,0
5512,34355,6,19,28887.1,13.04317,13,3,1,48.49962,130.0244,0,1,1,0,0
2624,2539,5,55,47950.33,11.70586,10,1,1,7.8432,147.4421,1,0,0,1,0
4270,1292,0,27,47989.95,10.73681,14,0,2,15.98922,182.4653,0,0,1,0,0
739,868,0,88,46988.4,9.55444436,16,0,0,1.650263525,147.442069,1,0,1,0,0
6423,58,3,25,16960.17,11.70669,14,2,1,50.073,182.4676,0,0,1,0,0
1901,29,2,57,21062.25,15.34568423,11,2,0,2.596050259,94.972827,0,0,1,0,0
9768,15703,6,64,17983.82,7.970578,11,0,1,69.08879,245.1283,0,0,1,0,0
9088,52394,7,21,79611.89,12.68993,11,0,0,71.18005,184.9797,0,1,1,0,0
6459,729,0,74,63733.76,6.058654,18,1,0,67.61857,255.1198,0,1,1,0,0
7423,1452,1,63,37904.65,15.73786,12,0,0,53.82086,149.9378,0,0,0,1,0
4786,2992,3,46,38869.47,8.345417,14,3,0,21.39532,270.1604,0,1,0,1,0
8650,135,0,31,68058.4,9.652243,12,2,1,57.51975,252.6378,0,0,0,1,0
4952,3306,4,57,23142.34,8.424871,13,2,0,4.73307,149.9915,0,0,1,0,0
3008,3803,4,72,74252.79,9.091339,9,1,0,5.787415,169.9378,0,0,1,0,0
1950,268,1,30,8228.16,13.57970425,18,1,0,1.770031252,230.134352,1,0,1,0,0
2907,5642,4,70,38731.74,12.99932,9,0,0,16.25655,127.4586,0,0,1,0,0
5480,8412,1,46,24925.09,10.20264,10,2,0,54.13164,182.4433,0,0,1,0,0
6799,18377,2,42,30717.46,9.337712,10,1,0,64.79346,242.6143,1,1,1,0,0
8560,657,2,87,37885.62,9.17978,15,1,0,64.02401,162.4608,1,0,0,1,0
9786,113,2,39,19910.19,9.700782,14,0,0,71.23142,147.4738,0,0,0,1,0
6100,22744,1,40,115239.5,8.77415,17,0,0,48.95286,102.4746,0,0,1,0,0
2837,1788,3,56,25315.36,9.909339,15,1,0,6.79324,190.1599,0,1,0,1,0
381,19201,1,46,23629.05,15.68552752,10,1,2,11.16847385,159.947583,1,0,0,1,0
6569,43149,0,73,5225.27,12.87664,10,0,0,67.76235,114.9658,0,0,0,1,0
1459,13680,0,39,13724.61,12.08833226,13,1,0,3.354127023,127.481989,0,1,1,0,0
3425,34056,2,23,24979.03,6.330446,14,1,0,5.685414,270.1604,0,1,0,1,0
9374,7883,0,57,42113.2,12.12624,8,2,0,55.63584,172.4567,0,1,0,1,0
590,1480,0,63,48163.8,13.08013867,10,1,0,4.985175451,137.483594,1,0,1,0,0
8680,214,1,64,51338.06,9.305287,13,0,0,67.73415,255.1336,0,0,1,0,0
5799,768,1,83,3905.36,4.066808,12,0,1,65.87412,147.4421,0,0,1,0,0
3010,1418,4,82,16149.85,10.01143,15,3,0,6.548905,149.9845,0,0,0,1,0
4862,23285,2,63,114551.7,11.50744,17,1,0,7.761878,104.9781,0,0,1,0,0
9547,12760,3,23,45647.43,8.773331,12,0,0,37.50261,137.5165,0,1,0,0,1
4707,926,4,24,64951.03,9.946647,12,2,1,18.75702,167.4564,0,0,1,0,0
3362,540,0,62,37935.6,9.643868,15,1,2,7.114816,117.4835,0,0,1,0,0
4626,10228,9,31,25692.2,6.696491,13,0,2,10.52104,220.1149,0,0,1,0,0
2647,8867,3,21,14527.8,9.976783,12,2,0,13.05373,220.1185,1,1,1,0,0
8717,69413,1,25,38884.17,9.733195,15,0,1,50.72837,219.9902,0,1,0,1,0
5816,1924,1,75,48524.09,7.516963,15,0,0,54.23273,252.624,0,1,1,0,0
7215,288,2,43,15157.92,11.88224,14,2,0,69.03254,202.65,1,0,1,0,0
7180,5438,3,57,106704.4,7.184148,12,3,1,58.8721,157.4836,0,0,0,1,0
7901,1166,0,57,65558.44,7.550212,7,0,0,40.32467,182.4676,0,0,0,1,0
4157,3758,1,32,11091.57,7.74801,10,2,0,3.850863,114.9658,1,0,0,1,0
5356,18,2,66,13899.94,11.31545,11,0,0,52.83276,92.45514,0,0,0,1,0
7807,471,0,28,18620.96,11.43176,10,1,0,67.61562,159.965,1,0,0,1,0
1983,1114,0,45,48915.51,10.51538905,12,1,1,8.856546048,162.465269,1,0,0,1,0
1331,9262,1,72,48881.55,9.095661093,9,3,0,3.955928538,197.483972,0,0,1,0,0
1282,7020,2,44,13288.6,12.67159952,13,0,1,10.44973947,152.457857,0,0,1,0,0
584,535,0,55,14536.31,13.12045068,10,2,0,14.08939653,210.12704,0,0,1,0,0
8296,1261,3,47,13978.55,8.952255,16,1,1,67.83633,114.9728,0,0,0,1,0
6441,422,1,49,30403.75,12.11743,12,1,0,67.28603,162.4526,1,0,1,0,0
4036,36489,4,85,8435.92,9.069204,15,1,0,5.911652,149.9621,0,0,0,1,0
6978,2413,3,58,101681.0,8.968992,14,0,0,65.93881,149.9707,0,1,1,0,0
3016,8008,3,70,58836.68,13.62664,15,0,1,6.971589,210.1518,1,0,1,0,0
4252,12590,1,80,60866.81,9.527678,11,0,0,9.022068,214.9525,0,1,0,1,0
2705,7362,0,39,16680.61,4.06556,10,1,1,2.199825,182.4653,0,0,0,1,0
9904,2723,4,80,25062.7,9.130749,10,0,0,60.04825,200.1323,0,0,1,0,0
7157,689,2,20,49500.0,14.94346,15,1,0,53.06217,172.4885,0,1,0,1,0
1917,1260,3,89,99787.78,8.866549026,12,1,0,5.798532598,137.497825,0,0,1,0,0
1875,3628,3,89,4592.51,10.96531534,15,2,1,7.827055149,127.488728,0,0,0,1,0
7468,1195,2,77,25195.32,11.33011,9,1,0,50.11484,147.4601,0,1,0,1,0
367,21997,2,89,28219.28,8.787582345,10,0,0,5.25445262,127.488728,0,0,1,0,0
5152,949,1,44,18832.51,14.32986,10,2,1,60.28236,147.4738,0,0,1,0,0
2844,2467,2,20,37555.8,5.561109,11,3,0,13.21554,220.1149,1,0,0,1,0
9101,4155,1,62,13891.84,13.87881,13,1,1,42.12085,157.4698,0,1,0,1,0
3011,18090,3,89,25979.07,9.135272,14,1,0,1.799293,117.4686,0,0,0,1,0
1926,14242,3,86,39163.32,12.08205854,14,0,0,7.918255804,169.967067,0,0,0,1,0
7933,7246,9,18,44682.25,11.90936,11,2,0,51.04299,257.6549,0,1,1,0,0
4238,14413,0,49,21152.89,11.98448,11,2,0,10.99657,162.4653,0,0,0,1,0
7328,687,0,42,24137.89,6.390988,6,2,0,56.26118,230.1344,0,0,1,0,0
8767,33287,2,68,30006.94,7.929892,8,0,1,69.59341,117.4392,0,0,0,1,0
6361,3118,0,28,51233.97,13.02596,8,1,0,60.46139,192.4404,0,0,1,0,0
275,48969,0,75,62145.59,16.10939031,9,2,1,9.517703088,255.141716,0,1,0,1,0
3927,624,0,63,88741.41,13.70652,16,0,1,4.422442,127.475,0,1,0,1,0
2036,16405,0,28,10533.21,12.32574,12,1,1,7.231407,149.9447,0,0,1,0,0
8599,1567,1,78,60311.48,7.405174,16,2,0,65.34077,202.4433,0,0,0,1,0
148,15671,1,47,35302.52,14.01485542,16,1,1,11.73724209,262.610632,0,0,1,0,0
2893,499,1,82,44312.5,11.00923,12,0,0,12.47148,147.4421,0,0,0,1,0
6451,8081,0,66,6096.89,7.744646,10,2,0,70.71967,172.4404,0,0,0,1,0
3899,10235,8,73,19002.4,11.11805,14,2,3,10.90922,162.5299,1,1,1,0,0
2657,2879,0,20,39603.42,10.19664,12,2,1,6.7064,159.9875,1,1,1,0,0
8349,3860,0,73,46826.7,7.802713,12,4,0,65.47514,127.482,0,1,1,0,0
6224,6233,0,65,17286.64,6.221255,12,1,0,60.43351,202.65,0,0,1,0,0
3850,492,3,85,72791.51,9.218716,12,2,1,5.446201,179.9656,0,1,0,1,0
9892,2352,0,89,73006.74,9.808694,12,0,0,66.82584,245.147,1,1,1,0,0
8423,35317,0,33,32076.79,8.016783,10,1,0,64.48611,172.4742,0,1,1,0,0
440,655,6,70,54961.9,12.07594948,19,0,0,3.364993591,245.145743,0,0,1,0,0
2292,184,0,47,19387.14,11.56658,14,1,0,3.197618,160.0013,0,0,0,1,0
3079,9974,2,21,13131.39,11.77423,16,1,0,8.922175,169.9378,0,0,0,1,0
9881,18110,3,28,39632.68,7.308628,16,1,0,49.27373,149.9483,0,1,1,0,0
1718,860,1,33,76046.62,9.004832636,6,1,0,2.667736094,134.980139,1,0,1,0,0
1992,24202,1,27,15762.57,11.55209722,16,2,0,21.67433467,182.467607,1,0,0,1,0
7434,2783,5,87,20009.09,11.0701,12,1,1,63.70026,160.0013,0,0,1,0,0
6397,24473,0,71,29056.86,9.929809,12,0,1,53.63969,129.9483,1,1,1,0,0
8442,44300,1,43,89970.37,11.44246,9,1,1,43.69814,235.1555,0,0,0,1,0
7088,640,1,18,34786.58,10.76073,15,1,0,49.26311,162.4833,0,1,0,1,0
4389,529,3,82,38056.65,12.30736,10,1,1,15.95966,167.4847,0,1,0,1,0
1915,11300,1,63,65329.46,13.34580773,8,2,0,12.85056526,232.622804,1,0,1,0,0
9664,8542,1,46,22991.24,2.936454,8,1,0,65.85945,179.9476,0,0,0,1,0
4533,3027,0,89,33004.01,3.719308,11,4,0,7.957264,242.6435,0,1,1,0,0
1163,128,0,23,28987.95,7.553373948,9,2,1,8.634921784,207.49737,0,1,1,0,0
4135,222,1,19,3379.82,12.36091,10,0,0,22.13831,242.6435,0,1,1,0,0
184,324,1,24,47395.3,11.86384439,11,3,0,5.104082209,209.993134,0,1,0,1,0
4970,836,0,86,17228.14,7.676215,11,1,0,2.348386,175.0062,0,1,0,1,0
7917,331,2,79,15231.77,10.83194,10,1,1,68.82747,182.4538,0,1,1,0,0
6617,879,1,77,54980.0,6.364855,11,2,0,63.12959,220.1323,0,0,0,1,0
4309,56642,3,35,46770.27,10.5871,17,0,1,7.294292,134.9801,0,0,1,0,0
7971,11848,4,68,17235.3,6.936363,10,0,1,51.35655,230.1051,0,0,0,1,0
7848,38335,0,32,49486.67,2.891818,11,1,0,66.81622,235.1417,0,1,0,1,0
3798,16352,3,44,131265.4,11.18582,14,0,0,12.28371,287.6427,0,1,1,0,0
1494,3480,1,79,69154.47,8.688254477,13,2,0,7.608938235,167.484705,0,1,0,1,0
1279,19165,1,74,31198.52,12.01473007,13,2,1,2.704950495,187.656013,0,0,0,1,0
9717,782,0,28,9245.78,5.82842,14,0,1,63.03261,124.9643,0,1,0,1,0
1428,529,2,65,1593.76,10.617244,13,1,0,11.44470291,137.483594,0,0,1,0,0
1133,4003,0,20,10245.51,7.077339857,10,0,0,1.491763776,220.161527,0,0,0,1,0
3614,4390,4,41,46451.52,11.48758,10,0,0,1.364515,149.9447,0,0,1,0,0
833,4990,1,18,3401.06,11.05079611,14,0,2,4.607336316,182.446995,0,1,0,1,0
7869,18,1,81,28379.08,12.93227,13,1,0,58.42671,182.4653,0,0,0,1,0
9208,0,3,88,41902.08,13.05523,16,1,0,57.80772,114.9838,0,1,1,0,0
7358,103,2,26,87230.5,13.98565,14,1,1,37.33507,112.4551,0,0,1,0,0
1916,32944,0,46,12650.67,6.411211074,9,1,0,4.385448215,172.462354,0,0,1,0,0
1488,167,1,88,16307.08,15.54568189,13,1,1,7.413563684,182.443347,0,0,0,1,0
8882,21409,3,60,56175.87,7.87323,10,2,0,55.42799,149.9598,1,0,0,1,0
4671,11996,1,55,38999.85,13.57109,15,1,0,3.063806,104.9629,0,0,1,0,0
6663,34545,2,37,31557.0,7.332902,20,2,1,55.50261,159.9476,1,0,1,0,0
4620,439,1,86,23583.59,16.83197,11,3,0,9.517342,194.9882,0,0,1,0,0
7685,214,1,35,63599.94,9.339902,7,3,0,64.26648,229.9931,1,1,0,1,0
4399,3161,5,56,6327.17,10.88222,15,0,0,10.44433,147.4738,0,0,0,1,0
7646,360,3,74,40818.2,10.09707,10,0,1,70.27281,137.4392,0,0,0,0,1
6049,1564,7,19,76525.77,6.086425,15,0,1,67.57419,154.9618,0,1,0,1,0
7474,17766,2,19,13774.14,7.457468,12,0,1,64.50684,149.9621,0,0,1,0,0
6120,3370,3,88,38674.2,9.283484,16,0,0,50.22175,204.961,1,0,1,0,0
99,3324,0,20,40211.04,14.4754365,11,1,1,6.998814446,182.467607,0,0,1,0,0
5024,1986,0,47,74989.44,8.300567,11,0,1,56.30647,240.1149,0,0,0,1,0
3644,4988,0,52,22879.56,12.2544,7,0,0,4.283128,149.9378,0,0,0,0,1
9906,1687,3,76,25196.43,6.31599,14,0,0,66.88131,182.4433,0,0,1,0,0
8542,7594,1,63,63719.51,10.98742,14,0,0,45.75297,277.6513,0,0,1,0,0
4832,62,1,45,51302.78,9.942413,11,0,0,9.389007,179.9656,0,1,0,1,0
4731,107,0,55,24164.69,11.71123,15,2,0,10.10287,159.983,0,1,0,1,0
3352,16357,2,21,5288.46,9.197331,11,0,1,7.439729,149.9776,0,1,0,1,0
4217,16592,0,40,24810.37,10.52577,12,2,0,14.93552,165.0113,1,1,0,1,0
9103,53686,2,89,11989.27,12.01067,8,2,0,54.7709,142.4713,0,1,0,1,0
4142,1124,0,61,28963.75,11.7278,7,1,2,24.94225,137.4392,0,0,1,0,0
6393,27946,0,30,24707.03,11.5315,11,1,0,64.48925,112.4551,0,0,0,1,0
6613,2605,0,18,153026.4,9.76684,15,1,0,65.36263,139.9349,0,0,1,0,0
5181,287,6,52,21008.54,9.382813,9,1,1,40.35625,152.5022,0,0,0,1,0
7589,749,0,19,54808.33,6.799417,5,0,1,58.2249,187.4673,0,1,1,0,0
2538,364,0,55,13683.98,9.842896,14,2,0,15.02441,104.9629,0,0,0,1,0
1745,12562,5,33,108059.11,11.31837362,18,0,1,24.77634001,204.963371,0,0,1,0,0
3682,32901,1,57,46339.12,5.257295,13,0,1,4.560311,162.4653,0,0,0,1,0
9343,1784,0,88,46016.66,11.94654,7,2,0,71.46108,190.1737,0,0,1,0,0
8058,16715,3,80,20901.9,5.189933,19,0,0,66.1916,149.9483,0,1,0,1,0
719,0,1,80,46647.99,14.28125681,11,2,1,6.636312277,127.474951,0,1,1,0,0
4333,34624,3,72,12845.65,10.63877,13,0,0,12.70316,149.9621,0,0,0,1,0
3285,423,9,81,10881.57,9.797301,14,0,1,16.5488,204.961,0,0,0,1,0
7866,8230,1,73,6034.69,10.80599,16,2,0,70.33871,124.9643,1,1,0,1,0
4264,619,2,19,39526.95,10.32279,11,1,0,10.40415,127.5067,0,1,1,0,0
783,54,2,72,112245.07,8.960273769,15,0,1,5.84055678,192.470522,0,0,0,1,0
4775,10741,0,47,17528.05,6.921287,15,1,2,3.309503,149.9378,0,0,1,0,0
9639,2579,4,50,149952.7,6.771885,7,1,0,67.85943,187.6422,0,1,0,1,0
6802,898,8,24,11298.25,12.07558,5,0,0,71.50744,120.0035,0,0,0,1,0
5320,185,3,71,70135.92,11.64063,11,1,0,60.26386,132.466,0,1,0,1,0
6532,1208,4,49,26489.38,10.25971,16,1,0,69.91537,222.6326,0,0,1,0,0
7152,146,4,70,23823.89,10.7819,20,0,1,44.19918,167.4564,0,0,1,0,0
6159,657,4,40,57602.95,10.31317,11,2,2,55.66796,175.0211,0,1,0,0,1
846,5924,4,65,12476.49,8.588524095,11,2,1,10.81273093,152.466002,0,1,1,0,0
2269,0,4,26,16592.25,7.090931,15,2,0,7.80313,142.4827,0,0,1,0,0
2143,2191,0,67,50160.82,8.386358,12,0,0,13.17391,127.4958,1,0,0,1,0
9416,868,2,67,22506.18,10.57287,11,1,2,57.49343,152.4579,0,0,1,0,0
290,7334,0,85,17080.57,10.32744663,10,0,1,6.253919786,209.993134,0,1,0,1,0
3858,2800,1,70,30805.5,7.379511,14,2,0,5.799375,187.656,0,0,0,1,0
5126,35840,0,62,23332.27,12.75014,16,1,1,67.76579,149.9483,0,1,0,1,0
6091,800,1,38,26129.71,11.90577,9,0,0,45.62317,162.4676,0,0,0,1,0
7395,827,4,31,15481.45,7.750073,15,0,0,71.32292,194.9525,0,1,0,1,0
2126,118,4,36,42345.0,7.706837,12,0,0,8.275832,237.6549,0,1,1,0,0
1366,5143,9,43,54250.43,11.16875063,10,0,0,3.187512279,159.947583,0,0,0,1,0
9105,3767,1,25,23873.96,5.19746,12,0,0,56.24334,184.9963,0,1,0,1,0
8582,28924,3,33,45795.23,5.834138,13,0,0,65.06621,184.9785,0,0,0,1,0
6717,3039,4,77,7462.83,10.20595,12,1,1,42.15567,147.4421,0,0,1,0,0
235,109,1,40,20414.07,6.743431946,12,1,1,23.62866494,139.981577,1,0,0,1,0
6920,42442,0,57,47148.85,6.063015,10,3,2,55.18855,149.9621,0,0,0,1,0
9800,20940,1,70,17043.47,6.490112,5,0,1,70.64245,134.9801,0,0,0,1,0
5728,51767,1,80,24964.32,10.04016,12,2,0,58.74129,127.4958,0,0,0,1,0
3645,733,4,19,12002.38,13.54895,10,0,1,18.21715,117.4392,0,0,0,1,0
4660,19637,0,37,23761.42,11.2072,9,1,0,18.34508,184.9496,0,1,0,0,1
7301,21519,3,23,36537.4,9.270473,10,3,0,64.9277,182.4608,0,0,0,1,0
9227,331,5,54,75034.41,11.03721,17,3,0,57.28247,129.9763,0,0,0,1,0
2158,4705,0,51,44034.11,5.574893,9,1,0,2.830635,240.1149,1,0,0,1,0
8740,820,1,80,9743.36,9.573925,17,1,0,51.60705,159.9349,0,0,0,1,0
4600,7285,2,39,14638.15,15.31615,15,0,1,10.35845,169.9671,0,0,1,0,0
834,945,1,19,45181.91,13.9416954,11,0,0,6.28842083,169.944668,0,0,1,0,0
3589,413,3,19,38742.66,11.66628,10,2,0,2.840185,214.9663,0,0,1,0,0
7668,400,4,75,41697.74,7.72012,12,2,1,71.25643,179.9476,0,0,0,1,0
4384,10552,1,87,15160.7,9.760091,13,1,0,6.31339,187.4673,0,1,1,0,0
9695,14823,3,35,25653.34,8.759585,13,0,0,40.14232,230.1051,1,0,1,0,0
8870,16850,0,36,22289.83,6.732913,15,2,1,37.90754,139.9875,1,1,1,0,0
9633,5729,3,39,12142.88,5.575123,6,0,0,71.62561,182.4433,0,0,1,0,0
5212,15944,3,60,16416.66,4.069613,9,2,0,69.34472,245.132,0,1,1,0,0
9688,408,0,20,13623.33,9.77495,9,1,1,67.9711,149.9915,0,0,1,0,0
2227,22187,4,33,37615.69,17.80133,10,2,1,10.269,242.6326,0,0,0,1,0
6471,164,4,73,11374.3,2.039771,13,0,0,59.15346,129.9483,0,1,0,1,0
8136,1267,2,31,44622.42,8.627751,15,1,1,63.48369,152.4798,0,0,0,1,0
3133,26539,2,45,22272.17,5.922697,12,2,0,6.631092,287.6427,0,1,0,1,0
5836,1058,0,36,24120.92,12.57727,12,2,0,69.97238,245.147,0,1,1,0,0
9346,17479,4,44,24200.77,10.64494,9,2,0,65.43822,169.9447,0,0,1,0,0
9949,10450,4,43,68457.74,5.233119,12,1,1,52.62668,277.6375,0,1,0,1,0
6081,982,3,46,31612.9,10.81008,9,1,0,44.49898,129.9483,1,1,0,0,1
1253,128,2,64,33589.11,13.56647971,13,1,0,13.13159395,117.468591,1,0,1,0,0
3266,2479,3,37,16749.24,7.749499,21,0,0,6.465898,214.9525,0,1,1,0,0
6150,362,4,63,28635.7,8.696232,11,2,0,67.89181,184.9647,0,1,1,0,0
7455,286,4,35,8094.06,13.17715,16,1,1,64.91211,102.4746,0,0,1,0,0
2349,40,5,42,47987.84,13.99538,14,0,0,5.850283,182.447,0,1,1,0,0
2889,13,2,72,5092.67,8.059068,11,0,1,14.34935,187.656,0,0,1,0,0
6294,11357,3,30,27770.71,17.15258,11,2,0,71.20584,207.6094,1,0,1,0,0
4149,33760,4,67,61117.27,10.46827,13,1,1,10.573,127.4958,0,0,0,1,0
9817,43633,3,50,91572.91,8.899374,14,2,0,57.58191,129.9621,0,0,0,1,0
8735,40335,4,31,69199.04,8.647466,7,0,1,71.12849,114.9838,0,1,0,0,1
1234,1202,2,77,11113.69,12.8348374,14,0,1,9.417609509,172.510442,0,1,0,1,0
968,649,4,41,20412.53,9.957228621,17,3,0,2.380500918,139.979239,1,0,1,0,0
1102,21,1,33,28269.35,10.16339628,7,0,0,9.2766412,149.959755,1,0,0,1,0
9229,543,1,89,25484.55,9.148549,12,0,0,65.71442,149.9598,0,0,1,0,0
1534,1104,3,44,28776.49,8.745070841,7,0,0,11.48699577,174.976769,0,1,0,1,0
9017,6019,2,53,36126.72,12.73968,18,1,0,67.84553,115.0021,0,0,0,1,0
1425,196,7,35,49128.48,13.3037367,10,2,0,4.544027018,147.442069,0,0,1,0,0
5671,63218,3,41,44378.6,10.30107,13,1,0,71.55357,192.4404,0,0,0,1,0
7056,78,2,20,139625.0,8.779013,10,2,2,67.5801,104.9629,1,0,0,1,0
6419,3576,2,48,21248.31,8.372429,12,1,1,61.9981,139.965,0,0,1,0,0
1405,6289,3,87,11565.2,10.35922638,14,1,0,2.288223389,245.174977,0,0,0,1,0
2682,2371,2,19,58988.72,12.18282,12,1,0,7.238006,154.9618,1,1,0,0,1
7130,9437,3,29,59802.63,12.50338,8,3,0,70.20428,184.961,0,0,1,0,0
8516,2781,9,20,48552.54,9.012997,17,1,0,63.8887,139.9512,0,1,1,0,0
9676,3738,9,30,29388.05,9.784614,8,1,1,64.28075,127.475,0,1,1,0,0
9048,22795,4,75,39403.71,8.594974,9,1,0,67.57013,207.4974,0,1,1,0,0
2956,84,4,63,22830.86,13.45773,11,1,1,7.845114,129.9778,0,1,0,1,0
6694,19569,3,81,40071.46,9.519732,18,0,1,59.41977,172.4567,0,1,1,0,0
3080,2012,1,59,38867.93,4.711767,15,3,0,4.267801,172.4567,0,1,1,0,0
6768,1181,2,69,47385.23,8.072572,14,1,0,54.46857,149.9598,0,0,1,0,0
2181,327,3,26,27252.38,13.47294,12,0,0,6.074592,220.1478,0,1,0,1,0
6200,1808,0,85,51126.59,12.51371,10,1,0,62.43544,184.9496,0,1,1,0,0
1079,460,8,58,59195.65,12.83502533,5,0,0,9.473751367,217.483972,0,0,0,1,0
3445,13001,4,56,28788.06,12.65971,9,0,0,4.762508,104.9629,0,0,1,0,0
9837,2194,0,79,9278.76,9.317847,10,1,0,61.8401,134.9509,0,0,0,1,0
3912,1554,0,64,100860.9,10.24432,15,1,0,21.29638,154.9755,0,0,0,1,0
23,2193,2,68,79699.62,7.109002592,9,0,0,8.543717478,149.948316,0,1,1,0,0
8272,516,3,74,19659.9,6.115623,14,0,1,55.15571,152.4907,0,1,0,1,0
7101,3691,0,67,50896.56,13.93819,11,4,0,70.31689,139.965,1,0,0,1,0
6679,3337,1,68,63144.41,8.859701,11,1,1,70.44727,207.6094,0,0,0,1,0
3418,4585,0,71,35979.55,10.98304,7,2,1,5.360993,147.4564,0,0,1,0,0
8401,18015,1,58,24040.95,12.12826,10,0,0,71.7825,147.4783,0,0,1,0,0
4179,33168,2,59,11109.83,10.46768,11,1,1,8.450712,207.6094,0,0,1,0,0
6217,27211,1,73,14325.51,12.85453,13,1,0,60.20609,92.45514,0,0,1,0,0
1660,2145,4,83,1277.42,9.96958238,15,0,0,11.82576277,152.488401,0,1,0,1,0
1197,631,9,69,35524.46,8.836395031,7,0,1,19.25835701,152.457857,0,0,1,0,0
9041,16819,3,58,16271.47,8.690721,12,0,2,68.75872,112.4551,0,0,0,1,0
9761,31846,0,37,53298.45,14.30687,15,1,1,70.40113,172.4705,1,0,0,1,0
4460,589,3,18,8894.87,10.09739,14,1,0,2.546083,124.9607,0,0,0,1,0
1352,4913,1,46,29318.41,13.65178245,10,1,0,2.108441505,184.979684,0,1,1,0,0
9428,187,3,61,134967.2,14.86993,17,1,0,59.1561,172.4567,0,1,0,1,0
7416,192,1,29,59954.4,9.015432,7,0,0,70.77308,117.4392,1,0,1,0,0
2520,3216,8,23,31697.79,13.54662,12,0,2,12.52502,207.4754,0,1,1,0,0
7003,2099,4,54,31318.14,14.79008,14,0,0,58.33853,207.4754,0,1,0,1,0
7339,380,8,68,41111.2,1.636634,12,0,0,48.10173,159.9656,0,1,1,0,0
2101,42116,0,60,13909.89,15.13968,7,3,0,6.363764,159.9642,0,0,0,1,0
2170,6571,0,44,102090.5,6.212355,12,0,0,5.582839,200.1465,0,0,1,0,0
1015,216,3,40,18203.4,9.304463636,10,0,0,3.328266165,172.510442,0,1,0,1,0
62,3757,0,42,100076.65,10.79349982,14,3,0,7.960490246,152.455519,0,0,0,1,0
5117,26897,1,20,50090.84,7.301377,9,1,0,68.05033,159.9794,0,0,1,0,0
6495,35101,1,66,6385.6,5.546215,10,3,0,70.44254,232.6228,1,0,0,1,0
1940,39568,4,26,23026.89,5.706642926,15,1,0,3.637134041,265.146969,0,1,0,1,0
6160,19717,1,62,39021.86,12.17226,10,1,0,60.78156,222.6281,0,0,0,1,0
4697,15988,1,51,68851.11,0.826998,8,0,0,4.16861,159.9349,1,0,0,1,0
7730,38334,2,62,19652.74,6.640434,10,1,1,70.43313,172.4871,0,0,0,1,0
551,219,0,60,49693.17,10.93898196,12,1,0,7.793733508,152.502178,0,0,1,0,0
8944,42868,4,32,68056.48,13.57908,15,0,0,53.48684,179.9794,1,0,1,0,0
1258,180,1,37,30090.22,10.51097693,11,2,0,8.255617012,225.145743,1,0,1,0,0
1784,7462,9,33,74023.61,6.823241689,13,3,1,6.418130939,152.479779,0,0,1,0,0
4227,2534,2,34,37252.55,5.023832,6,3,0,14.48515,179.9476,0,0,0,1,0
6378,172,3,46,56497.63,10.4229,10,1,0,44.59308,182.4608,0,0,1,0,0
1683,13607,2,59,18081.88,7.033849177,9,2,1,15.34839938,277.651257,0,0,1,0,0
5927,484,1,30,19863.77,5.715477,13,1,0,65.06381,137.4872,0,1,0,1,0
4798,320,2,24,60326.6,7.451031,14,1,0,7.560138,129.9621,1,0,1,0,0
7191,2233,6,86,103076.7,9.682691,15,1,0,48.15455,164.9889,0,1,0,1,0
9430,25328,0,20,40700.25,7.74031,12,0,0,69.70761,152.4798,0,0,0,1,0
2862,589,7,21,63171.36,12.77256,9,1,0,8.24734,162.4538,0,1,0,1,0
3610,15119,2,48,67258.0,10.36244,14,1,0,11.18714,192.4885,0,1,0,1,0
4319,695,1,76,54883.0,12.81224,10,0,1,9.121337,112.4551,0,0,1,0,0
8152,177,2,87,28749.22,13.88509,6,1,1,44.59709,137.4392,0,0,1,0,0
4430,38016,1,18,11574.18,9.20065,12,1,0,2.382538,187.6422,0,1,0,1,0
5400,528,3,85,33806.39,17.55118,12,0,0,63.76818,149.9483,0,1,0,1,0
2172,2469,0,53,4033.46,8.615047,14,2,2,3.523461,197.484,0,0,0,1,0
3508,12760,0,81,17165.11,14.57009,12,1,0,8.187262,169.9928,0,1,1,0,0
4774,1571,1,89,33652.0,13.51705,19,2,0,4.043292,139.983,0,1,0,1,0
4575,4745,1,44,31012.18,13.08416,14,1,0,7.84461,137.4616,1,0,1,0,0
4508,37360,0,50,25990.9,15.40713,15,1,0,10.88666,147.4421,0,0,1,0,0
